rotten_tomatoes_link,critic_name,top_critic,publisher_name,review_type,review_score,review_date,review_content
m/1000617-aliens,Wesley Lovell,False,Cinema Sight,Fresh,4/4,2012-06-13,Another defining picture in the sci-fi genre. A stellar achievement that's almost as good as the original.
m/1000617-aliens,Gene Siskel,True,Chicago Tribune,Rotten,2/4,2013-01-16,Count me out of the fan club for this one.
m/1000617-aliens,Jeffrey Lyles,False,Lyles' Movie Files,Fresh,10/10,2013-07-01,"On the short list of sequels that not only matched the quality of its predecessor, but arguably surpassed it to become one of the greatest films of its genre."
m/1000617-aliens,Desmond Ryan,True,Philadelphia Inquirer,Fresh,3/4,2013-07-30,[Aliens] is a spectacular example of state-of-the-art science fiction simply because it never tries to be overtly spectacular.
m/1000617-aliens,Sheila Benson,True,Los Angeles Times,Fresh,,2013-07-30,"It's blaster action, not Gothic future-horror. Fortunately, director-screenwriter James Cameron has shaped his film around the defiant intelligence and sensual athleticism of Weaver, and that's where Aliens works best."
m/1000617-aliens,Joe Baltake,False,Philadelphia Daily News,Fresh,,2013-07-30,"The idea behind Aliens remains the scariest, dirtiest, most perversely funny one for a monster film, and the Rambo action further gooses us."
m/1000617-aliens,Roger Hurlburt,False,South Florida Sun-Sentinel,Fresh,,2013-07-30,"The result is a film that not only answers many questions raised by the original story, but also expands production values, amplifies special effects and weaves a new plot that is even more exciting than the first."
m/1000617-aliens,Jay Boyar,True,Orlando Sentinel,Fresh,,2013-07-30,This film is also the best monster movie of the year and the best picture of any kind to open so far this summer. Put it another way: Aliens is the Jaws of the '80s.
m/1000617-aliens,Alan Jones,False,Radio Times,Fresh,5/5,2013-07-30,"Surpassing its predecessor in terms of sheer spectacle, this sequel to Ridley Scott's outer-space nightmare from director James Cameron is an outstanding science-fiction thriller."
m/1000617-aliens,Peter Travers,False,People Magazine,Fresh,,2013-07-30,So much for the theory that sequels never equal the original.
m/1000617-aliens,Anthony Lane,True,New Yorker,Fresh,,2013-07-30,"Action thrillers assail but rarely test us; this is the tautest, most provoking, and altogether most draining example ever made."
m/1000617-aliens,David Keyes,False,Cinemaphile.org,Fresh,3.5/4,2013-10-15,"The first of these movies remains one of the great sci-fi horror achievements of the modern cinema, but its sequel, ""Aliens,"" is that rare instance where a follow-up deviates from the formula and finds an effective rhythm in propelling the story"
m/1000617-aliens,Rick Kogan,True,Chicago Tribune,Fresh,4/4,2014-10-14,"Scene to scene, encounter to encounter, its tension builds unrelentingly. So, fasten your seat belts. It`s a blast."
m/1000617-aliens,Kevin Harley,False,Total Film,Fresh,5/5,2014-10-27,"A subtle, spooky movie with teeth becomes a subtlety-bashing war movie."
m/1000617-aliens,Felix Vasquez Jr.,False,Cinema Crazed,Fresh,,2016-05-06,Much more high energy but just as sophisticated as the original...
m/1000617-aliens,Matt Brunson,False,Creative Loafing,Fresh,4/4,2016-09-17,"An excellent science fiction, horror, action AND war film."
m/1000617-aliens,Michael Fairbanks,False,The Young Folks,Fresh,7/10,2017-05-21,"Cameron's film is a lot of fun for what it is, a bonanza of brash action sequences and delicious camaraderie. It proves beyond a shadow of a doubt that while nobody can hear you scream in space, they can certainly hear you shoot."
m/1000617-aliens,Chris Stuckmann,False,ChrisStuckmann.com,Fresh,A,2018-05-12,"The whole finale is white-knuckled, some of the best aciton and suspense film-making I've ever seen."
m/1000617-aliens,Melanie McFarland,True,Salon.com,Fresh,,2018-10-04,"Beyond dispute, however, is the film's timeless worth as a cathartic work, especially in terms of its accidentally commentary on the sexism of the corporate structure."
m/1000617-aliens,Zaki Hasan,False,Zaki's Corner,Fresh,,2018-10-31,"Under [James] Cameron's care, Aliens emerges as that rarest of sequels that, if not surpassing its predecessor, stands comfortably alongside it as an equal."
m/1000617-aliens,David Hogan,False,hoganreviews.co.uk,Fresh,5/5,2019-02-01,"It's so rare to see a sequel live up and maybe surpass (depending on if you like your horror with plenty of action or not) the original, but Aliens does..."
m/1000617-aliens,Bob Thomas,True,Associated Press,Fresh,,2019-03-15,"Sigourney Weaver is merely terrific... When she straps on her armament to do battle with the aliens, she makes Sylvester Stallone look like a pipsqueak."
m/1000617-aliens,Jennifer Lind-Westbrook,False,Culturess,Fresh,,2019-07-04,"(Sigourney) Weaver proves to be a formidable action hero.. One of just a few females in a film filled with aggro males, she doesn't just hold her own, she owns the movie."
m/1000617-aliens,Shelley Mains,False,Sojourner,Fresh,,2019-08-22,"At any rate, it's an exciting and well-made film, inspires great conversations, and presents some of the most appealing women characters in the movies."
m/1000617-aliens,Jim Ross,False,Roobla,Fresh,4/5,2020-02-14,"Eschewing the claustrophobic foreboding of Alien, Cameron takes all the anxieties and fears that had been built in the original and refracts it through his action movie sensibilities to create a smart action thriller."
m/1000617-aliens,Octavi Marti,False,El Pais (Spain),Rotten,,2020-03-10,The moment the action is situated in Acheron everything is simplified and loses its mystery. [Full Review in Spanish]
m/1000617-aliens,David Nusair,False,Reel Film Reviews,Fresh,4/4,2020-07-13,An often astonishingly engaging and entertaining sequel...
m/1000617-aliens,Mike Massie,False,Gone With The Twins,Fresh,10/10,2020-08-31,"Perhaps the greatest exemplar of science-fiction, action, and horror faultlessly blended together into one film."
m/10006188-rise,Kamal Al-Solaylee,True,Globe and Mail,Fresh,2.5/4,2007-06-01,"[Director] Gutierrez sustains a heightened mood of sex and violence that, without breaking new ground, entertains in the way Gothic flicks do: a combination of cheap thrills and a good old-fashioned crusade against evil."
m/10006188-rise,Peter Howell,True,Toronto Star,Fresh,2.5/4,2007-06-01,"You can thank a capable cast led by the estimable Lucy Liu, and work by writer/director Sebastian Gutierrez that succeeds in making the formulaic seem fresh."
m/10006188-rise,Kevin Williamson,False,Jam! Movies,Rotten,1/5,2007-06-01,"There are worse things than waking up in a morgue. Like, say, waking up and realizing there's another hour of Rise: Blood Hunter to go."
m/10006188-rise,Angela Baldassarre,False,Sympatico.ca,Rotten,,2007-06-01,"I wasn't expecting much from director/writer Sebastian Gutierrez, considering his last writing effort was the dismal ""Snakes on a Plane."" But in ""Rise: Blood Hunter"" he offers absolutely nothing new in terms of vampire stories if not a lush noirish atmosp"
m/10006188-rise,Brian Orndorf,False,eFilmCritic.com,Rotten,F,2007-06-02,"Mix Blade, a dash of Point Blank, and one of the worst movies you could imagine, and that's pretty close to capturing the experience of viewing Rise: Blood Hunter."
m/10006188-rise,Mark Palermo,False,"The Coast (Halifax, Nova Scotia)",Rotten,,2007-06-04,"Rise is middling, but not by doing things the wrong way. It's not wild enough."
m/10006188-rise,Scott Weinberg,False,FEARnet,Rotten,2.5/5,2007-06-11,"A dry and dreary little affair, one that's almost shamefully beholden to B-flicks that are a lot more energetic and a lot less intent on being taken so seriously."
m/10006188-rise,Scott Collura,False,IGN Movies,Rotten,2/5,2007-06-22,"It's a blood-red affair thrown together in a dash, a little number that will ultimately get the same kind of treatment from audiences as it did from those who made it: something you might cue up in the DVD player on a whim and forget just as easily."
m/10006188-rise,David Nusair,False,Reel Film Reviews,Fresh,3/4,2007-09-28,...a far more effective piece of work than one might've expected...
m/10006188-rise,Kevin Carr,False,7M Pictures,Fresh,3.5/5,2007-10-09,"far from perfect, but it's better than most direct-to-video horror you'll find out there. Heck, it's better than some of the theatrical releases we've seen this year"
m/10006188-rise,Keith Breese,False,Filmcritic.com,Rotten,2/5,2007-10-12,"While Rise: Blood Hunter isn't a terrible film, it's a predictable one."
m/10006188-rise,Chuck O'Leary,False,FulvueDrive-in.com,Rotten,3/10,2007-10-19,"A tedious Blade rip-off. No suspense or scares, but lots of boredom."
m/10006188-rise,Renee Schonfeld,False,Common Sense Media,Rotten,1/5,2007-10-22,Torturous vampire bloodbath is a waste for all.
m/10006188-rise,Urban Cinefile Critics,False,Urban Cinefile,Fresh,,2008-04-18,"Lucy Liu is always welcome on my screen, an actress who marries intelligence with feminine mystique, bundled with a dry wit and the ability to make action roles credible."
m/1000626-all_about_eve,Tim Dirks,False,AMC Filmsite,Fresh,A,2000-01-01,"All About Eve (1950), is a realistic, dramatic depiction of show business and backstage life of Broadway and the New York theater. The devastating debunking of stage and theatrical characters was..."
m/1000626-all_about_eve,James Brundage,False,Filmcritic.com,Fresh,5/5,2000-01-01,The film is filled with a nice dark humor that is rare for the I-Like-Ike decade of filmmaking.
m/1000626-all_about_eve,MaryAnn Johanson,False,Flick Filosopher,Fresh,9/10,2000-01-01,All About Eve is a film that you see completely differently once you know what's going to happen.
m/1000626-all_about_eve,Roger Ebert,True,Chicago Sun-Times,Fresh,,2000-01-01,"[Bette Davis'] veteran actress Margo Channing in ""All About Eve"" (1950) was her greatest role."
m/1000626-all_about_eve,Brian Webster,False,Apollo Guide,Fresh,91/100,2000-01-01,"While its attitudes toward women are dated, its wit and perceptiveness are as fresh today as they were in 1950."
m/1000626-all_about_eve,TV Guide Staff,False,TV Guide,Fresh,5/5,2000-01-01,"The screenplay... may be the most biting example of hard-boiled wit ever to come out of Hollywood, and it is stylishly performed at a breakneck pace by a uniformly expert cast."
m/1000626-all_about_eve,Jim Ridley,False,Nashville Scene,Fresh,,2000-01-01,No other movie makes being smart and cynical look like more fun.
m/1000626-all_about_eve,Jeffrey M. Anderson,False,Combustible Celluloid,Fresh,4/4,2001-02-27,It's about the glory of acting.
m/1000626-all_about_eve,Stephen Macmillan Moser,False,Austin Chronicle,Fresh,,2001-04-17,"With dialogue so crisp and poisonous, it makes you wonder where script-driven movies have gone."
m/1000626-all_about_eve,Joe Baltake,False,Sacramento Bee,Fresh,,2001-04-26,"The presence of All About Eve, while a relief, is also a sad reminder of how in certain ways movies have regressed in the past 50 years."
m/1000626-all_about_eve,Jason Clark,False,Matinee Magazine,Fresh,A,2002-02-04,"It is, unquestionably, one of America's proudest moments, and before you line up for tickets to the new Adam Sandler vehicle, you may want to remind yourself of what movies used to be able to accomplish."
m/1000626-all_about_eve,Chris Vognar,True,Dallas Morning News,Fresh,A,2002-05-03,Mankiewicz's 1950 gem is a wickedly cynical cocktail of laughter and deceit in which everyone has an angle to play.
m/1000626-all_about_eve,Edward Guthmann,True,San Francisco Chronicle,Fresh,,2002-06-19,"Is there anyone alive who hasn't seen All About Eve -- anyone who doesn't love movies, that is?"
m/1000626-all_about_eve,Jeffrey Westhoff,False,"Northwest Herald (Crystal Lake, IL)",Fresh,5/5,2002-08-16,
m/1000626-all_about_eve,Michael Szymanski,False,Zap2it.com,Fresh,4/4,2002-10-12,One of the best send-ups of the inside back-stabbing and infighting that goes on in Hollywood ever put to film.
m/1000626-all_about_eve,Christopher Smith,False,Bangor Daily News (Maine),Fresh,5/5,2002-11-25,
m/1000626-all_about_eve,Spyder Darling,False,NY Rock,Fresh,4/5,2002-12-19,Boffo look at the backstabbing backstage world of Broadway
m/1000626-all_about_eve,John J. Puccio,False,Movie Metropolis,Fresh,9/10,2003-01-03,"With a towering, self-mocking performance by Ms. Davis...the satire remains as entertaining today, and as relevant, as ever before."
m/1000626-all_about_eve,James Berardinelli,True,ReelViews,Fresh,4/4,2003-02-20,"A motion picture that, because of its priceless dialogue and unforgettable lead performance, will never lose its luster."
m/1000626-all_about_eve,Matt Bailey,False,Not Coming to a Theater Near You,Fresh,,2003-03-04,"In spite of the employ of melodramatic tropes such as shifting alliances and power-play seductions, the heart of the film is a woman's fear of aging."
m/1000626-all_about_eve,Bosley Crowther,True,New York Times,Fresh,,2003-05-20,"A fine Darryl Zanuck production, excellent music and an air of ultra-class complete this superior satire. The legitimate theatre had better look to its laurels."
m/1000626-all_about_eve,Douglas Pratt,True,Hollywood Reporter,Fresh,,2003-06-14,Mankiewicz's flair for dialog is so perfected that all three actresses shoot fireworks whenever they open their mouths.
m/1000626-all_about_eve,Ken Hanke,False,"Mountain Xpress (Asheville, NC)",Fresh,5/5,2004-01-29,Outstanding Mankiewicz film with the perfect cast.
m/1000626-all_about_eve,Daniel M. Kimmel,False,Worcester Telegram & Gazette,Fresh,5/5,2004-03-12,
m/1000626-all_about_eve,Jon Niccum,False,Lawrence Journal-World,Fresh,5/5,2004-03-24,
m/1000626-all_about_eve,Pablo Villaça,False,Cinema em Cena,Fresh,5/5,2004-04-01,"Poucos roteiros, em toda a Histria do Cinema, conseguiram reunir tantos dilogos memorveis."
m/1000626-all_about_eve,Susan Granger,False,www.susangranger.com,Fresh,5/5,2004-11-04,
m/1000626-all_about_eve,Emanuel Levy,False,EmanuelLevy.Com,Fresh,A,2005-11-29,"Bette Davis renders her most memorable performance as declining diva Margo Channing in one of Hollywood's wittiest satires of the Broadway theater, but, alas, she was deprived of getting the Oscar."
m/1000626-all_about_eve,David Parkinson,False,Empire Magazine,Fresh,4/5,2006-03-04,"Forget Foreman vs. Ali, this is Baxter vs. Davis in one of Hollywood's greatest showdowns."
m/1000626-all_about_eve,Wesley Lovell,False,Cinema Sight,Fresh,4/4,2006-10-31,Amazing performances top the list of positive qualities in Joseph L Mankiewicz' All About Eve.
m/1000626-all_about_eve,Dave Kehr,True,Chicago Reader,Fresh,,2006-12-12,"The hoped-for tone of Restoration comedy never quite materializes, perhaps because Mankiewicz's cynicism is only skin-deep, but the film's tinny brilliance still pleases."
m/1000626-all_about_eve,John A. Nesbit,False,Old School Reviews,Fresh,5/5,2007-02-19,Intelligent script ... mesmerizing performances
m/1000626-all_about_eve,Dennis Schwartz,False,Dennis Schwartz Movie Reviews,Fresh,B,2007-07-12,Still retains its stagy power to provoke theater lovers by its elaborate wit and campy bad taste.
m/1000626-all_about_eve,Trevor Johnston,True,Time Out,Fresh,,2007-08-16,[Features] more quotable dialogue in one movie than most screenwriters manage in a lifetime.
m/1000626-all_about_eve,Anton Bitel,False,Eye for Film,Fresh,,2007-11-20,"There is so much to admire in All About Eve, even for those too young to be drenched in nostalgia for the spectacle of Bette Davis unleashing her sharp tongue."
m/1000626-all_about_eve,Rob Daniel,False,Sky Cinema,Fresh,5/5,2007-11-29,"Apart from the monochrome photography, all that dates the film is the chain-smoking and the fact that these are theatre folk rather than movie stars (frequent in-jokes about the low art of Hollywood pepper the script)."
m/1000626-all_about_eve,Neil Smith,True,BBC.com,Fresh,5/5,2007-11-29,"For old-school Hollywood movie-making at its most polished, literate and sophisticated there is really nothing to match it."
m/1000626-all_about_eve,Anthony Quinn,True,Independent (UK),Fresh,5/5,2007-11-30,"Put simply, one of the greatest movies ever made."
m/1000626-all_about_eve,Tim Robey,True,Daily Telegraph (UK),Fresh,,2007-11-30,"The peerless tale of two rival drama queens, playing as the central attraction in the BFI Southbank's Joseph L Mankiewicz season, and rightly so."
m/1000626-all_about_eve,Peter Bradshaw,True,Guardian,Fresh,5/5,2007-11-30,"Here is a real Christmas treat: a restored version of Joseph L Mankiewicz's jet-black 1950 comedy about Margo Channing, elegant leading lady of the theatre, superbly played by Bette Davis."
m/1000626-all_about_eve,James Christopher,True,Times (UK),Fresh,4/5,2007-11-30,A total joy.
m/1000626-all_about_eve,,False,Film4,Fresh,5/5,2007-11-30,One of Hollywood's finest backstage dramas. If nothing else Davis should have been rewarded for services to the tobacco industry.
m/1000626-all_about_eve,Philip French,False,Observer (UK),Fresh,,2008-01-30,"Joseph L Mankiewicz's wonderfully literate 1950 classic drama of the theatrical life, All About Eve, is back in the cinema, to be savoured for its language, performances, psychological insights and proof that all the world's a stage."
m/1000626-all_about_eve,Abel Green,True,Variety,Fresh,,2008-01-30,The Zanuck production investiture is +h in every department.
m/1000626-all_about_eve,TIME Staff,True,TIME Magazine,Fresh,,2009-02-18,"It crackles with smart, smarting dialogue."
m/1000626-all_about_eve,Sarah Boslaugh,False,Playback:stl,Fresh,10/10,2009-07-27,Sanders...was ideally cast in this role: you can feel in Addison's every word the world-weariness of the actor who would eventually commit suicide at age 65...
m/1000626-all_about_eve,Nell Minow,False,Common Sense Media,Fresh,5/5,2010-09-09,Classic movie about an ambitious woman.
m/1000626-all_about_eve,Cole Smithey,False,ColeSmithey.com,Fresh,A,2010-09-20,"Along with films such as Luis Buuel's ""Los Olvidados"" and Billy Wilder's ""Sunset Boulevard,"" Joseph Mankiewicz's ""All About Eve"" made 1950 one of the most seminal years in cinema history."
m/1000626-all_about_eve,Joseph Jon Lanthier,False,Slant Magazine,Fresh,,2011-02-12,All About Eve looks into Broadway's artichoke heart to ring an early death knell for classic Hollywood.
m/1000626-all_about_eve,Ross Ruediger,False,Bullz-Eye.com,Fresh,5/5,2011-02-19,"In our celebrity-obsessed culture, it's possible that All About Eve is more important than ever. Scratch that. How about it's more entertaining than ever?"
m/1000626-all_about_eve,Peter Canavese,False,Groucho Reviews,Fresh,4/4,2011-02-22,Mankiewicz's inside knowledge of show business and its particular personality types gives the film an authenticity and allows for its famously devastating acid wit. [Blu-ray]
m/1000626-all_about_eve,Robert Hatch,True,The New Republic,Fresh,,2013-01-23,What makes the picture seem so good (what makes it eminently worth seeing) is the satirical touches in its detail and the performance of Bette Davis.
m/1000626-all_about_eve,Scott Nash,False,Three Movie Buffs,Fresh,4/4,2013-02-24,Bette Davis is fabulous in this role.
m/1000626-all_about_eve,Pete Croatto,False,Filmcritic.com,Fresh,,2013-02-24,"Screenwriting students, you have your Bible. Movie lovers, you have a film that is impervious to the rigors of time, not to mention an inspiration for every prime-time soap opera."
m/1000626-all_about_eve,Kevin Carr,False,7M Pictures,Fresh,3.5/5,2013-11-05,All About Eve is deliciously fun to watch with characters playing versions of themselves (most noticeably Bette Davis) and being quite introspective for its day.
m/1000626-all_about_eve,Richard Brody,True,New Yorker,Fresh,,2014-02-25,"Joseph Mankiewicz was Hollywood's midcentury master of comic drama, and All About Eve, from 1950, was one of his signal achievements."
m/1000626-all_about_eve,Tony Sloman,False,Radio Times,Fresh,5/5,2014-02-25,"A classic movie, whose qualities remind us that there once was a Hollywood where such sophisticated treats could be made."
m/1000626-all_about_eve,Kate Cameron,True,New York Daily News,Fresh,4/4,2015-02-22,"All About Eve is not only a brilliant and clever portrait of an actress, it is a downright funny film, from its opening scene to the final fadeout."
m/1000626-all_about_eve,Witney Seibold,False,Nerdist,Fresh,,2015-02-22,"Joseph L. Mankiewicz' All About Eve is a rich, impeccably written, gunshot sharp black comedy about an aging actress, the go-getter who seeks to supplant her, and the heaping pile of carefully fostered artisanal bitchiness that they construct."
m/1000626-all_about_eve,Ben Walters,True,Time Out,Fresh,5/5,2015-02-22,"Joseph L Mankiewicz's film dissects the narcissism and hypocrisy of the spotlight as sharply as [Billy Wilder's Sunset Blvd], but pays equal attention to the challenges of enacting womanhood."
m/1000626-all_about_eve,Caroline Blinder,False,Electric Sheep,Fresh,,2015-02-22,"As if Bette Davis wasn't enough, the supporting cast is also fantastically emotive."
m/1000626-all_about_eve,Tim Brayton,False,Antagony & Ecstasy,Fresh,10/10,2015-03-01,One of the greatest films of post-WWII Hollywood.
m/1000626-all_about_eve,James Wegg,False,JWR,Fresh,4.5/5,2016-06-16,"Bette Davis is most certainly at the top of her game playing the crowd favourite Margo Channing,..."
m/1000626-all_about_eve,John McCarten,True,New Yorker,Fresh,,2018-09-06,"It is similar to a good many films that have gone before it, but Joseph L. Mankiewicz, who wrote and directed the picture, has been so ingenious in his treatment of the subject that he has come up with a thoroughly entertaining movie."
m/1000626-all_about_eve,Bob Thomas,True,Associated Press,Fresh,,2019-02-19,"All About Eve ranks among the smartest comedy-dramas in many, many years."
m/1000626-all_about_eve,Clyde Gilmour,False,Maclean's Magazine,Fresh,,2019-10-09,"...a wise, witty, lusty and adult comedydrama which has to do with intrigue and doubledealing in the world of the Broadway theatre."
m/1000626-all_about_eve,David Bax,False,Battleship Pretension,Fresh,,2019-12-07,"n a movie in which everyone is preoccupied with learning all about her character, she remains alluringly, dangerously unknowable."
m/1000626-all_about_eve,Matt Brunson,False,Film Frenzy,Fresh,4/4,2019-12-09,"Writer-director Joseph L. Mankiewicz's enduring masterpiece -- and, incidentally, my all-time favorite film."
m/1000626-all_about_eve,James Kendrick,False,Q Network Film Desk,Fresh,4/4,2019-12-27,"a smart, insightful, and darkly humorous drama about the intersections of art and show business and that insatiable appetite we call ambition"
m/1000626-all_about_eve,Jay Carmody,False,Washington Star,Fresh,,2020-02-05,Screen gems have been rare of late but All About Eve... puts things back in balance
m/1000626-all_about_eve,Robin Slessor,False,Daily Telegraph (Australia),Fresh,,2020-02-05,"I'm full of praise for the penetrating characterisations, the scathing satire, the bright dialogue, the spiked humor."
m/1000626-all_about_eve,Nelson Burns (Te Pana),False,Courier Mail (Australia),Fresh,,2020-02-05,"In the role of the elder actress, Bette Davis plays with a brilliance that not only is the best acting she has shown us, but just about the best that has been done on the screen."
m/1000626-all_about_eve,D.J.B.,True,The Age (Australia),Fresh,,2020-02-05,"Never has a film, both in story and in technique, been brought more closely to the stage than All About Eve... Its appeal and its success depend almost entirely on gesture and conversation."
m/1000626-all_about_eve,Richard Winnington,False,Sight and Sound,Rotten,,2020-02-05,All About Eve is in essence a play fabricated into celluloid with absolutely no feeling for pictorial style or form.
m/1000626-all_about_eve,Dudley Early,False,Austin American-Statesman,Fresh,5/5,2020-07-13,"Betty Davis gives the finest performance of her career. If there was ever any doubt in your mind that she was one of the greatest of screen actresses, her performance here will dissipate ail doubt."
m/1000626-all_about_eve,Mike Massie,False,Gone With The Twins,Fresh,7/10,2020-08-15,"Acridly cynical (realizing Addison's self-proclaimed contempt for humanity, coupled with insatiable ambition) and somewhat unpleasant, yet highly influential."
m/1000626-all_about_eve,Matt Neal,False,ABC Radio (Australia),Fresh,5/5,2020-10-04,The kind of dialogue actors kill for.
m/10006270,Nick Schager,False,Slant Magazine,Rotten,1/4,2006-03-09,"Making The Family Stone's shenanigans and schmaltz seem downright sophisticated by comparison, Salvador Litvak's Passover-themed film gives Jews an insufferable holiday family comedy to call their own."
m/10006270,Brian Orndorf,False,FilmJerk.com,Fresh,B-,2006-03-22,"Eat soaks up the passions, disagreements, and love the Seder inspires, with the writers capturing the utter chaos of a full dinner table."
m/10006270,Harvey S. Karten,False,Compuserve,Rotten,C,2006-04-04,Unfunny Semitic caricatures. Even worse than 'My Big Fat Greek Wedding.'
m/10006270,Phoebe Flowers,False,South Florida Sun-Sentinel,Fresh,2.5/4,2006-04-06,"When Do We Eat? takes place before, during and after a Passover Seder. But you don't have to be Jewish to savor this light and enjoyable comedy."
m/10006270,Chuck Wilson,False,L.A. Weekly,Rotten,,2006-04-06,"When Do We Eat? may strike a chord with those struggling to reconcile traditional faith and modernity, though few are likely to buy Ira's post-high transformation into a loving husband and father."
m/10006270,Andy Klein,False,Los Angeles CityBeat,Fresh,,2006-04-06,...genuinely funny.
m/10006270,Neil Genzlinger,True,New York Times,Rotten,1.5/5,2006-04-07,"In this distasteful film from Salvador Litvak, a Jewish family tries to race through a Seder, but drug use, possible incest and some jokes at the expense of the autistic slow them down."
m/10006270,Maitland McDonagh,False,TV Guide,Fresh,2.5/4,2006-04-07,"Though the script never rises above sitcom-style one-liners and sight gags, strong performances invest both the jokes and the syrupy moments of forgiveness and reconciliation with no small measure of, yes, heart."
m/10006270,Timothy Knight,False,Reel.com,Rotten,2/4,2006-04-07,"While it does have some sweet moments and a handful of zingy one-liners, the film all too often resembles a trite dinner theater play that's been minimally 'opened up' for the screen."
m/10006270,Lisa Rose,True,Newark Star-Ledger,Fresh,2.5/4,2006-04-07,"When Do We Eat? is as imperfect as the Stuckmans' Seder, yet it has some decent punchlines, a strong cast and a good heart."
m/10006270,Lou Lumenick,True,New York Post,Rotten,2/4,2006-04-07,"Cliches and loud stereotypes as fresh as year-old matzoh infest When Do We Eat?, a farce about a wildly dysfunctional Los Angeles family's disastrous Passover Seder."
m/10006270,Carina Chocano,True,Los Angeles Times,Rotten,2.5/5,2006-04-07,"A self-consciously zany dysfunctional family comedy, When Do We Eat? strains so hard to be outrageous that it sacrifices characters for caricatures. They might have had something if they'd let everybody relax, be themselves and enjoy dinner."
m/10006270,Bob Strauss,False,Los Angeles Daily News,Fresh,3/4,2006-04-07,"When Do We Eat? is about as funny, emotionally satisfying and even spiritually significant as this type of thing gets."
m/10006270,E! Staff,False,E! Online,Rotten,C+,2006-04-07,"If this is someone's idea of dinner and a movie, you might as well skip the movie."
m/10006270,Mark Keizer,False,Boxoffice Magazine,Rotten,2.5/5,2006-04-07,[Director] Litvak crams so many earth-shattering revelations and long-buried resentments into 93 minutes that the film feels as if it's struggling to provide something recognizable to every potential ticket buyer.
m/10006270,Dan Fienberg,False,Zap2it.com,Fresh,2.5/4,2006-04-07,"When Do We Eat? isn't a great film or, necessarily, a particularly good one, but it's a worthy attempt at making an entertaining movie about faith."
m/10006270,Dave White,False,Movies.com,Fresh,B+,2006-04-07,
m/10006270,Eric Lurio,False,Greenwich Village Gazette,Rotten,2/5,2006-04-11,Not recomended for the Goyim.
m/10006270,Peter Debruge,True,Variety,Rotten,,2006-04-17,Another entry in indiedom's contest to create the most dysfunctional family.
m/10006270,Richard Nilsen,True,Arizona Republic,Rotten,1.5/5,2006-04-20,It borders on painful to see this cast go through the motions of this uninspired script.
m/10006270,Jessica Reaves,True,Chicago Tribune,Rotten,2/4,2006-04-20,Watching this movie is kind of like being sprayed with emotional vomit.
m/10006270,Nathan Rabin,True,AV Club,Rotten,C-,2006-04-20,But even the film's seeming singularity proves deceptive once it becomes apparent that When Do We Eat? is less a Passover movie than a Thanksgiving or Christmas movie dolled up in Jewish drag.
m/10006270,Frank Scheck,True,Hollywood Reporter,Rotten,,2006-04-20,"Even Jewish audiences will be hard-pressed to find something to enjoy in this highly stagy, claustrophobic depiction of a Seder populated by one wacky family that seems to include every stereotype in the book."
m/10006270,Bruce Westbrook,True,Houston Chronicle,Fresh,3/4,2006-04-21,"Its strong cast is loud and lively, and the bickering banter has snap and drive."
m/10006270,Tom Long,True,Detroit News,Fresh,,2006-04-21,A cute little Matzoh of a movie.
m/10006270,Terry Lawson,True,Detroit Free Press,Rotten,1/4,2006-04-21,"Crass, chaotic comedy."
m/10006270,Wesley Morris,True,Boston Globe,Fresh,2.5/4,2006-04-21,"The movie's most distinctive feature is its cast, which has the fake lived-in comfort of a TV clan."
m/10006270,Frank Swietek,False,One Guy's Opinion,Rotten,C-,2006-04-21,"Despite the fact that the meal served is kosher, the recipe is so hammy that the movie proves pretty indigestible."
m/10006270,Richard Roeper,True,Ebert & Roeper,Rotten,,2006-04-24,"Oh, what a distasteful film."
m/10006270,Nancy Churnin,True,Dallas Morning News,Fresh,B,2006-04-28,... worth a look.
m/10006270,Claudia Puig,True,USA Today,Fresh,3/4,2006-05-04,A haunting and disturbing film.
m/10006270,Stephen Hunter,True,Washington Post,Rotten,,2006-05-04,"This abrasive Passover comedy-drama is extremely difficult to sit through, and if its makers weren't all Jewish, it would be considered anti-Semitic."
m/10006270,Geoff Pevere,True,Toronto Star,Rotten,2/4,2006-05-05,Litvak's movie almost immediately barges across the line separating the comically absurd from the outright obnoxious.
m/10006270,Liz Braun,False,Jam! Movies,Fresh,3/5,2006-05-05,"Thanks to a great cast and sharp writing, When Do We Eat? is a clever comedy with plenty of black humour and irreverence, all of which leads to contemplative thought."
m/10006270,Jason Anderson,True,Globe and Mail,Rotten,1.5/4,2006-05-05,"Manages to be broad, mawkish and mean-spirited all at once."
m/10006270,Jordan Hiller,False,Bangitout.com,Fresh,2/4,2006-08-16,"even with all the strange impractical goings on, as with all in this recent string of popular entertainment culled from authentic orthodoxy, there are moments of sheer breathtaking joy that elevate the spirit of a Jew by speaking to their core."
m/10006270,Scott Weinberg,False,DVDTalk.com,Rotten,2.5/5,2006-10-25,We're basically left with a wild-eyed group of actors who probably had a lot more fun shooting When Do We Eat? than they did watching it.
m/10006270,Frank Lovece,False,Film Journal International,Fresh,,2007-02-06,"There's something very sweet and real beneath all the bluster, braggadocio, disgust and denial, pushing through as improbably and miraculously as Moses through the Red Sea."
m/10006324,Ted Murphy,False,Murphy's Movie Reviews,Fresh,B+,2006-06-12,audiences both gay and straight should enjoy the comical and romantic hijinks.
